paper,area,year
52,Materials Science,2020.0
53,Chemistry,2020.0
53, Engineering,2020.0
53,Chemistry,2020.0
53, Engineering,2020.0
53,Chemistry,2020.0
53, Engineering,2020.0
54,Environmental Sciences & Ecology,2020.0
55,Science & Technology - Other Topics,2020.0
55,Science & Technology - Other Topics,2020.0
55,Science & Technology - Other Topics,2020.0
56,Science & Technology - Other Topics,2020.0
56,Science & Technology - Other Topics,2020.0
56,Science & Technology - Other Topics,2020.0
56,Science & Technology - Other Topics,2020.0
56,Science & Technology - Other Topics,2020.0
56,Science & Technology - Other Topics,2020.0
56,Science & Technology - Other Topics,2020.0
57,Cardiovascular System & Cardiology,2020.0
57, Surgery,2020.0
57,Cardiovascular System & Cardiology,2020.0
57, Surgery,2020.0
57,Cardiovascular System & Cardiology,2020.0
57, Surgery,2020.0
57,Cardiovascular System & Cardiology,2020.0
57, Surgery,2020.0
57,Cardiovascular System & Cardiology,2020.0
57, Surgery,2020.0
57,Cardiovascular System & Cardiology,2020.0
57, Surgery,2020.0
58,Genetics & Heredity,2020.0
58,Genetics & Heredity,2020.0
58,Genetics & Heredity,2020.0
58,Genetics & Heredity,2020.0
59,General & Internal Medicine,2020.0
59,General & Internal Medicine,2020.0
59,General & Internal Medicine,2020.0
59,General & Internal Medicine,2020.0
59,General & Internal Medicine,2020.0
60,Food Science & Technology,2020.0
60,Food Science & Technology,2020.0
60,Food Science & Technology,2020.0
60,Food Science & Technology,2020.0
60,Food Science & Technology,2020.0
62,Food Science & Technology,2020.0
62,Food Science & Technology,2020.0
62,Food Science & Technology,2020.0
62,Food Science & Technology,2020.0
63,Chemistry,2020.0
63,Chemistry,2020.0
64,Chemistry,2020.0
64,Chemistry,2020.0
65,Gastroenterology & Hepatology,2020.0
65,Gastroenterology & Hepatology,2020.0
65,Gastroenterology & Hepatology,2020.0
65,Gastroenterology & Hepatology,2020.0
65,Gastroenterology & Hepatology,2020.0
66,Endocrinology & Metabolism,2020.0
66, Research & Experimental Medicine,2020.0
66,Endocrinology & Metabolism,2020.0
66, Research & Experimental Medicine,2020.0
67,Orthopedics,2020.0
67, Rheumatology,2020.0
67,Orthopedics,2020.0
67, Rheumatology,2020.0
68,Health Care Sciences & Services,2020.0
68," Public, Environmental & Occupational Health",2020.0
68, Psychiatry,2020.0
68,Health Care Sciences & Services,2020.0
68," Public, Environmental & Occupational Health",2020.0
68, Psychiatry,2020.0
68,Health Care Sciences & Services,2020.0
68," Public, Environmental & Occupational Health",2020.0
68, Psychiatry,2020.0
69,Thermodynamics,2020.0
69, Chemistry,2020.0
69,Thermodynamics,2020.0
69, Chemistry,2020.0
69,Thermodynamics,2020.0
69, Chemistry,2020.0
69,Thermodynamics,2020.0
69, Chemistry,2020.0
70,Behavioral Sciences,2020.0
70, Psychology,2020.0
74,Computer Science,2020.0
74, Engineering,2020.0
74, Telecommunications,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
75,Oncology,2020.0
76,Agriculture,2020.0
76, Water Resources,2020.0
76,Agriculture,2020.0
76, Water Resources,2020.0
77,Geriatrics & Gerontology,2020.0
77, Neurosciences & Neurology,2020.0
79,Gastroenterology & Hepatology,2020.0
80,Chemistry,2020.0
81,Mathematics,2020.0
81, Science & Technology - Other Topics,2020.0
81,Mathematics,2020.0
81, Science & Technology - Other Topics,2020.0
82,Cell Biology,2020.0
82, Immunology,2020.0
83,Environmental Sciences & Ecology,2020.0
84,Mathematics,2020.0
85,Science & Technology - Other Topics,2020.0
85,Science & Technology - Other Topics,2020.0
86,Cardiovascular System & Cardiology,2020.0
86,Cardiovascular System & Cardiology,2020.0
86,Cardiovascular System & Cardiology,2020.0
87,Chemistry,2020.0
87,Chemistry,2020.0
87,Chemistry,2020.0
88,"Dentistry, Oral Surgery & Medicine",2020.0
88,"Dentistry, Oral Surgery & Medicine",2020.0
88,"Dentistry, Oral Surgery & Medicine",2020.0
89,Physics,2020.0
90,Endocrinology & Metabolism,2020.0
91,Urology & Nephrology,2020.0
94,Mathematics,2020.0
94,Mathematics,2020.0
95,"Public, Environmental & Occupational Health",2020.0
95, Religion,2020.0
96,Endocrinology & Metabolism,2020.0
96,Endocrinology & Metabolism,2020.0
97,Computer Science,2020.0
97,Computer Science,2020.0
98,Mathematics,2020.0
98,Mathematics,2020.0
99,Plant Sciences,2020.0
100,Chemistry,2020.0
102,Entomology,2020.0
102,Entomology,2020.0
102,Entomology,2020.0
102,Entomology,2020.0
104,Chemistry,2020.0
104, Physics,2020.0
104,Chemistry,2020.0
104, Physics,2020.0
104,Chemistry,2020.0
104, Physics,2020.0
105,Chemistry,2020.0
105, Physics,2020.0
106,Chemistry,2020.0
106, Physics,2020.0
107,Chemistry,2020.0
107,Chemistry,2020.0
108,Chemistry,2020.0
109,Chemistry,2020.0
109,Chemistry,2020.0
109,Chemistry,2020.0
110,Computer Science,2020.0
110, Engineering,2020.0
110, Telecommunications,2020.0
111,Computer Science,2020.0
111, Engineering,2020.0
111, Telecommunications,2020.0
111,Computer Science,2020.0
111, Engineering,2020.0
111, Telecommunications,2020.0
112,Materials Science,2020.0
112,Materials Science,2020.0
112,Materials Science,2020.0
113,Materials Science,2020.0
114,Engineering,2020.0
114, Materials Science,2020.0
114,Engineering,2020.0
114, Materials Science,2020.0
114,Engineering,2020.0
114, Materials Science,2020.0
114,Engineering,2020.0
114, Materials Science,2020.0
114,Engineering,2020.0
114, Materials Science,2020.0
114,Engineering,2020.0
114, Materials Science,2020.0
115,Computer Science,2020.0
115,Computer Science,2020.0
116,Materials Science,2020.0
116,Materials Science,2020.0
116,Materials Science,2020.0
117,Engineering,2020.0
117, Environmental Sciences & Ecology,2020.0
117,Engineering,2020.0
117, Environmental Sciences & Ecology,2020.0
117,Engineering,2020.0
117, Environmental Sciences & Ecology,2020.0
117,Engineering,2020.0
117, Environmental Sciences & Ecology,2020.0
117,Engineering,2020.0
117, Environmental Sciences & Ecology,2020.0
117,Engineering,2020.0
117, Environmental Sciences & Ecology,2020.0
118,Computer Science,2020.0
118,Computer Science,2020.0
118,Computer Science,2020.0
119,Engineering,2020.0
120,Chemistry,2020.0
120, Polymer Science,2020.0
120,Chemistry,2020.0
120, Polymer Science,2020.0
120,Chemistry,2020.0
120, Polymer Science,2020.0
120,Chemistry,2020.0
120, Polymer Science,2020.0
121,Spectroscopy,2020.0
121,Spectroscopy,2020.0
121,Spectroscopy,2020.0
121,Spectroscopy,2020.0
121,Spectroscopy,2020.0
122,Chemistry,2020.0
122,Chemistry,2020.0
122,Chemistry,2020.0
122,Chemistry,2020.0
123,Chemistry,2020.0
123,Chemistry,2020.0
124,Chemistry,2020.0
124, Materials Science,2020.0
124, Physics,2020.0
125,Plant Sciences,2020.0
125,Plant Sciences,2020.0
125,Plant Sciences,2020.0
126,Chemistry,2020.0
126,Chemistry,2020.0
127,Science & Technology - Other Topics,2020.0
127,Science & Technology - Other Topics,2020.0
128,Immunology,2020.0
129,Pediatrics,2020.0
129,Pediatrics,2020.0
129,Pediatrics,2020.0
130,Microbiology,2020.0
130,Microbiology,2020.0
131,Cell Biology,2020.0
131,Cell Biology,2020.0
131,Cell Biology,2020.0
131,Cell Biology,2020.0
131,Cell Biology,2020.0
132,Chemistry,2020.0
133,Chemistry,2020.0
134,Materials Science,2020.0
134, Physics,2020.0
135,Business & Economics,2020.0
136,Materials Science,2020.0
136, Metallurgy & Metallurgical Engineering,2020.0
136, Physics,2020.0
137,Biochemistry & Molecular Biology,2020.0
137, Biophysics,2020.0
138,Genetics & Heredity,2020.0
138,Genetics & Heredity,2020.0
139,"Dentistry, Oral Surgery & Medicine",2020.0
139,"Dentistry, Oral Surgery & Medicine",2020.0
139,"Dentistry, Oral Surgery & Medicine",2020.0
139,"Dentistry, Oral Surgery & Medicine",2020.0
140,"Dentistry, Oral Surgery & Medicine",2020.0
141,Development Studies,2020.0
141, Science & Technology - Other Topics,2020.0
141, Public Administration,2020.0
143,Science & Technology - Other Topics,2020.0
145,Environmental Sciences & Ecology,2020.0
146,Agriculture,2020.0
146, Chemistry,2020.0
146, Food Science & Technology,2020.0
146,Agriculture,2020.0
146, Chemistry,2020.0
146, Food Science & Technology,2020.0
146,Agriculture,2020.0
146, Chemistry,2020.0
146, Food Science & Technology,2020.0
147,Life Sciences & Biomedicine - Other Topics,2020.0
148,General & Internal Medicine,2020.0
148,General & Internal Medicine,2020.0
149,Orthopedics,2020.0
150,Plant Sciences,2020.0
150,Plant Sciences,2020.0
150,Plant Sciences,2020.0
151,Respiratory System,2020.0
151,Respiratory System,2020.0
151,Respiratory System,2020.0
151,Respiratory System,2020.0
151,Respiratory System,2020.0
151,Respiratory System,2020.0
151,Respiratory System,2020.0
152,Chemistry,2020.0
152,Chemistry,2020.0
153,Psychology,2020.0
154,General & Internal Medicine,2020.0
154,General & Internal Medicine,2020.0
154,General & Internal Medicine,2020.0
155,Food Science & Technology,2020.0
155, Nutrition & Dietetics,2020.0
156,Environmental Sciences & Ecology,2020.0
156,Environmental Sciences & Ecology,2020.0
157,Environmental Sciences & Ecology,2020.0
158,Neurosciences & Neurology,2020.0
159,Endocrinology & Metabolism,2020.0
159,Endocrinology & Metabolism,2020.0
159,Endocrinology & Metabolism,2020.0
160,Biochemistry & Molecular Biology,2020.0
160, Cell Biology,2020.0
160,Biochemistry & Molecular Biology,2020.0
160, Cell Biology,2020.0
160,Biochemistry & Molecular Biology,2020.0
160, Cell Biology,2020.0
160,Biochemistry & Molecular Biology,2020.0
160, Cell Biology,2020.0
160,Biochemistry & Molecular Biology,2020.0
160, Cell Biology,2020.0
160,Biochemistry & Molecular Biology,2020.0
160, Cell Biology,2020.0
161,Endocrinology & Metabolism,2020.0
161,Endocrinology & Metabolism,2020.0
161,Endocrinology & Metabolism,2020.0
161,Endocrinology & Metabolism,2020.0
161,Endocrinology & Metabolism,2020.0
161,Endocrinology & Metabolism,2020.0
161,Endocrinology & Metabolism,2020.0
162,Physiology,2020.0
164,Materials Science,2020.0
164, Polymer Science,2020.0
164,Materials Science,2020.0
164, Polymer Science,2020.0
164,Materials Science,2020.0
164, Polymer Science,2020.0
165,Engineering,2020.0
165,Engineering,2020.0
165,Engineering,2020.0
165,Engineering,2020.0
166,Geology,2020.0
166,Geology,2020.0
168,Science & Technology - Other Topics,2020.0
169,Geology,2020.0
169,Geology,2020.0
170,Plant Sciences,2020.0
171,Chemistry,2020.0
173,Chemistry,2020.0
174,Education & Educational Research,2020.0
175,Plant Sciences,2020.0
175,Plant Sciences,2020.0
175,Plant Sciences,2020.0
175,Plant Sciences,2020.0
176,"Dentistry, Oral Surgery & Medicine",2020.0
177,Endocrinology & Metabolism,2020.0
177, Pediatrics,2020.0
178,Chemistry,2020.0
178, Science & Technology - Other Topics,2020.0
178, Materials Science,2020.0
178, Physics,2020.0
178,Chemistry,2020.0
178, Science & Technology - Other Topics,2020.0
178, Materials Science,2020.0
178, Physics,2020.0
178,Chemistry,2020.0
178, Science & Technology - Other Topics,2020.0
178, Materials Science,2020.0
178, Physics,2020.0
178,Chemistry,2020.0
178, Science & Technology - Other Topics,2020.0
178, Materials Science,2020.0
178, Physics,2020.0
179,Chemistry,2020.0
179,Chemistry,2020.0
180,Chemistry,2020.0
180,Chemistry,2020.0
181,Chemistry,2020.0
182,Chemistry,2020.0
182,Chemistry,2020.0
182,Chemistry,2020.0
182,Chemistry,2020.0
182,Chemistry,2020.0
183,Chemistry,2020.0
183,Chemistry,2020.0
183,Chemistry,2020.0
183,Chemistry,2020.0
183,Chemistry,2020.0
184,Chemistry,2020.0
184,Chemistry,2020.0
184,Chemistry,2020.0
184,Chemistry,2020.0
185,Chemistry,2020.0
185,Chemistry,2020.0
185,Chemistry,2020.0
185,Chemistry,2020.0
185,Chemistry,2020.0
186,Chemistry,2020.0
186,Chemistry,2020.0
186,Chemistry,2020.0
186,Chemistry,2020.0
186,Chemistry,2020.0
188,Chemistry,2020.0
189,Geology,2020.0
189,Geology,2020.0
190,General & Internal Medicine,2020.0
190, Orthopedics,2020.0
190, Sport Sciences,2020.0
191,"Dentistry, Oral Surgery & Medicine",2020.0
192,Hematology,2020.0
192,Hematology,2020.0
192,Hematology,2020.0
192,Hematology,2020.0
193,Science & Technology - Other Topics,2020.0
193, Environmental Sciences & Ecology,2020.0
193,Science & Technology - Other Topics,2020.0
193, Environmental Sciences & Ecology,2020.0
193,Science & Technology - Other Topics,2020.0
193, Environmental Sciences & Ecology,2020.0
193,Science & Technology - Other Topics,2020.0
193, Environmental Sciences & Ecology,2020.0
194,Science & Technology - Other Topics,2020.0
194, Environmental Sciences & Ecology,2020.0
194,Science & Technology - Other Topics,2020.0
194, Environmental Sciences & Ecology,2020.0
195,Biochemistry & Molecular Biology,2020.0
195, Chemistry,2020.0
196,Biochemistry & Molecular Biology,2020.0
196, Chemistry,2020.0
196,Biochemistry & Molecular Biology,2020.0
196, Chemistry,2020.0
197,Materials Science,2020.0
198,Chemistry,2020.0
198,Chemistry,2020.0
198,Chemistry,2020.0
199,General & Internal Medicine,2020.0
199,General & Internal Medicine,2020.0
200,General & Internal Medicine,2020.0
202,General & Internal Medicine,2020.0
202,General & Internal Medicine,2020.0
202,General & Internal Medicine,2020.0
202,General & Internal Medicine,2020.0
202,General & Internal Medicine,2020.0
203,General & Internal Medicine,2020.0
203,General & Internal Medicine,2020.0
203,General & Internal Medicine,2020.0
205,General & Internal Medicine,2020.0
205,General & Internal Medicine,2020.0
205,General & Internal Medicine,2020.0
205,General & Internal Medicine,2020.0
206,General & Internal Medicine,2020.0
207,Gastroenterology & Hepatology,2020.0
207, Nutrition & Dietetics,2020.0
207, Pediatrics,2020.0
208,Biodiversity & Conservation,2020.0
208, Environmental Sciences & Ecology,2020.0
208, Zoology,2020.0
208,Biodiversity & Conservation,2020.0
208, Environmental Sciences & Ecology,2020.0
208, Zoology,2020.0
208,Biodiversity & Conservation,2020.0
208, Environmental Sciences & Ecology,2020.0
208, Zoology,2020.0
209,Engineering,2020.0
209, Water Resources,2020.0
210,Engineering,2020.0
210, Water Resources,2020.0
211,Engineering,2020.0
211, Water Resources,2020.0
212,Optics,2020.0
212,Optics,2020.0
213,Engineering,2020.0
214,Materials Science,2020.0
214,Materials Science,2020.0
214,Materials Science,2020.0
214,Materials Science,2020.0
215,Geochemistry & Geophysics,2020.0
215,Geochemistry & Geophysics,2020.0
216,Energy & Fuels,2020.0
216, Nuclear Science & Technology,2020.0
216,Energy & Fuels,2020.0
216, Nuclear Science & Technology,2020.0
216,Energy & Fuels,2020.0
216, Nuclear Science & Technology,2020.0
216,Energy & Fuels,2020.0
216, Nuclear Science & Technology,2020.0
217,Chemistry,2020.0
217, Engineering,2020.0
217, Materials Science,2020.0
217, Physics,2020.0
218,"Public, Environmental & Occupational Health",2020.0
219,Biotechnology & Applied Microbiology,2020.0
219, Science & Technology - Other Topics,2020.0
219,Biotechnology & Applied Microbiology,2020.0
219, Science & Technology - Other Topics,2020.0
219,Biotechnology & Applied Microbiology,2020.0
219, Science & Technology - Other Topics,2020.0
219,Biotechnology & Applied Microbiology,2020.0
219, Science & Technology - Other Topics,2020.0
219,Biotechnology & Applied Microbiology,2020.0
219, Science & Technology - Other Topics,2020.0
220,Chemistry,2020.0
220, Physics,2020.0
220,Chemistry,2020.0
220, Physics,2020.0
220,Chemistry,2020.0
220, Physics,2020.0
221,Education & Educational Research,2020.0
221, Health Care Sciences & Services,2020.0
222,Spectroscopy,2020.0
223,Gastroenterology & Hepatology,2020.0
223,Gastroenterology & Hepatology,2020.0
223,Gastroenterology & Hepatology,2020.0
223,Gastroenterology & Hepatology,2020.0
223,Gastroenterology & Hepatology,2020.0
223,Gastroenterology & Hepatology,2020.0
223,Gastroenterology & Hepatology,2020.0
223,Gastroenterology & Hepatology,2020.0
224,Cardiovascular System & Cardiology,2020.0
224," Radiology, Nuclear Medicine & Medical Imaging",2020.0
225,Agriculture,2020.0
225, Food Science & Technology,2020.0
226,Agriculture,2020.0
226, Veterinary Sciences,2020.0
227,Agriculture,2020.0
227, Veterinary Sciences,2020.0
227,Agriculture,2020.0
227, Veterinary Sciences,2020.0
227,Agriculture,2020.0
227, Veterinary Sciences,2020.0
228,Science & Technology - Other Topics,2020.0
228, Materials Science,2020.0
228,Science & Technology - Other Topics,2020.0
228, Materials Science,2020.0
228,Science & Technology - Other Topics,2020.0
228, Materials Science,2020.0
228,Science & Technology - Other Topics,2020.0
228, Materials Science,2020.0
229,Science & Technology - Other Topics,2020.0
229, Materials Science,2020.0
230,Science & Technology - Other Topics,2020.0
230, Materials Science,2020.0
230,Science & Technology - Other Topics,2020.0
230, Materials Science,2020.0
231,Science & Technology - Other Topics,2020.0
231, Materials Science,2020.0
231,Science & Technology - Other Topics,2020.0
231, Materials Science,2020.0
231,Science & Technology - Other Topics,2020.0
231, Materials Science,2020.0
231,Science & Technology - Other Topics,2020.0
231, Materials Science,2020.0
232,Science & Technology - Other Topics,2020.0
232, Materials Science,2020.0
233,Biochemistry & Molecular Biology,2020.0
233, Chemistry,2020.0
233,Biochemistry & Molecular Biology,2020.0
233, Chemistry,2020.0
233,Biochemistry & Molecular Biology,2020.0
233, Chemistry,2020.0
235,Engineering,2020.0
235, Optics,2020.0
235, Telecommunications,2020.0
235,Engineering,2020.0
235, Optics,2020.0
235, Telecommunications,2020.0
235,Engineering,2020.0
235, Optics,2020.0
235, Telecommunications,2020.0
235,Engineering,2020.0
235, Optics,2020.0
235, Telecommunications,2020.0
235,Engineering,2020.0
235, Optics,2020.0
235, Telecommunications,2020.0
236,Nursing,2020.0
237,Science & Technology - Other Topics,2020.0
237, Environmental Sciences & Ecology,2020.0
237,Science & Technology - Other Topics,2020.0
237, Environmental Sciences & Ecology,2020.0
237,Science & Technology - Other Topics,2020.0
237, Environmental Sciences & Ecology,2020.0
237,Science & Technology - Other Topics,2020.0
237, Environmental Sciences & Ecology,2020.0
238,Chemistry,2020.0
238, Engineering,2020.0
238, Materials Science,2020.0
238, Physics,2020.0
238,Chemistry,2020.0
238, Engineering,2020.0
238, Materials Science,2020.0
238, Physics,2020.0
238,Chemistry,2020.0
238, Engineering,2020.0
238, Materials Science,2020.0
238, Physics,2020.0
239,Chemistry,2020.0
239, Engineering,2020.0
239, Materials Science,2020.0
239, Physics,2020.0
239,Chemistry,2020.0
239, Engineering,2020.0
239, Materials Science,2020.0
239, Physics,2020.0
239,Chemistry,2020.0
239, Engineering,2020.0
239, Materials Science,2020.0
239, Physics,2020.0
239,Chemistry,2020.0
239, Engineering,2020.0
239, Materials Science,2020.0
239, Physics,2020.0
239,Chemistry,2020.0
239, Engineering,2020.0
239, Materials Science,2020.0
239, Physics,2020.0
240,Chemistry,2020.0
240, Engineering,2020.0
240, Materials Science,2020.0
240, Physics,2020.0
241,Chemistry,2020.0
241, Engineering,2020.0
241, Materials Science,2020.0
241, Physics,2020.0
241,Chemistry,2020.0
241, Engineering,2020.0
241, Materials Science,2020.0
241, Physics,2020.0
242,Materials Science,2020.0
242,Materials Science,2020.0
242,Materials Science,2020.0
243,Materials Science,2020.0
243,Materials Science,2020.0
243,Materials Science,2020.0
244,Materials Science,2020.0
245,Microbiology,2020.0
245,Microbiology,2020.0
245,Microbiology,2020.0
245,Microbiology,2020.0
245,Microbiology,2020.0
246,Astronomy & Astrophysics,2020.0
246,Astronomy & Astrophysics,2020.0
246,Astronomy & Astrophysics,2020.0
246,Astronomy & Astrophysics,2020.0
247,Materials Science,2020.0
247,Materials Science,2020.0
247,Materials Science,2020.0
247,Materials Science,2020.0
248,Science & Technology - Other Topics,2020.0
248, Environmental Sciences & Ecology,2020.0
249,Environmental Sciences & Ecology,2020.0
249," Public, Environmental & Occupational Health",2020.0
249,Environmental Sciences & Ecology,2020.0
249," Public, Environmental & Occupational Health",2020.0
249,Environmental Sciences & Ecology,2020.0
249," Public, Environmental & Occupational Health",2020.0
250,Environmental Sciences & Ecology,2020.0
250," Public, Environmental & Occupational Health",2020.0
250,Environmental Sciences & Ecology,2020.0
250," Public, Environmental & Occupational Health",2020.0
250,Environmental Sciences & Ecology,2020.0
250," Public, Environmental & Occupational Health",2020.0
250,Environmental Sciences & Ecology,2020.0
250," Public, Environmental & Occupational Health",2020.0
250,Environmental Sciences & Ecology,2020.0
250," Public, Environmental & Occupational Health",2020.0
250,Environmental Sciences & Ecology,2020.0
250," Public, Environmental & Occupational Health",2020.0
250,Environmental Sciences & Ecology,2020.0
250," Public, Environmental & Occupational Health",2020.0
251,Cell Biology,2020.0
251,Cell Biology,2020.0
252,Materials Science,2020.0
252,Materials Science,2020.0
252,Materials Science,2020.0
252,Materials Science,2020.0
252,Materials Science,2020.0
252,Materials Science,2020.0
252,Materials Science,2020.0
252,Materials Science,2020.0
253,Materials Science,2020.0
254,Materials Science,2020.0
254,Materials Science,2020.0
255,Biochemistry & Molecular Biology,2020.0
255, Chemistry,2020.0
256,Nutrition & Dietetics,2020.0
256,Nutrition & Dietetics,2020.0
256,Nutrition & Dietetics,2020.0
256,Nutrition & Dietetics,2020.0
256,Nutrition & Dietetics,2020.0
256,Nutrition & Dietetics,2020.0
256,Nutrition & Dietetics,2020.0
256,Nutrition & Dietetics,2020.0
257,Chemistry,2020.0
257, Engineering,2020.0
257, Instruments & Instrumentation,2020.0
257,Chemistry,2020.0
257, Engineering,2020.0
257, Instruments & Instrumentation,2020.0
258,Chemistry,2020.0
